names,gs,rd
Loughborough Men's 2,2290.199224288155,53.22057837737845
East Anglia Women's 2,1162.8321620824825,60.4120404293158
Oxford Women's 1,2937.8635811435943,53.23100288507317
Greenwich Men's 1,653.9909265729902,58.85015327627541
Cambridge Women's 1,2332.8504359755616,53.22198994929514
Leeds Men's 6,643.3788231419308,56.54871944219432
Loughborough Women's 4,1970.5082024842563,50.946638052802655
Oxford Brookes Women's 1,2299.231944170229,52.62850629500696
Solent Men's 1,1118.429478786171,51.49568345220652
Oxford Brookes Men's 5,892.6888631723541,60.54721472357123
Glasgow Men's 1,2038.258587805102,50.9502419931055
Leeds Beckett Women's 5,669.4982162656204,56.52504945359475
Nottingham Trent Women's 4,1161.2624504081857,51.4943533136216
Cardiff Women's 7 (Medics),922.1644408461096,66.54478211777176
Kent Men's 3,697.0747718418729,56.546361609934806
Cardiff Met Men's 1,2312.630128221465,53.84553440992138
Hull Women's 2,594.5656717632223,55.83306073234739
Bradford Women's 1,647.1933957301912,55.15587208374075
St Andrews Women's 6,664.2367095181799,61.40962269167338
Edinburgh Women's 8,805.9992326916488,58.75074183768967
Edinburgh Women's 7,761.507506188834,51.505604073731156
Stirling Women's 4,549.2989911777635,52.65434894039029
Stirling Women's 3,643.423365060068,52.65850654267167
Oxford Brookes Men's 4,906.0354370123482,54.56891200128498
Stirling Women's 2,715.5779359499137,53.856953802479666
Dundee Women's 3,775.57543172667,54.518121821333224
Loughborough Women's 6,744.6167953644295,69.07305201760373
Leeds Women's 7,673.8538166996357,56.531554442775736
Nottingham Trent Women's 6,666.1843841830334,70.4390961282676
UWS Women's 1,645.8839817410621,53.25153313971345
York St John Men's 1,678.3609321272033,55.18386068618814
Huddersfield Women's 1,621.0474927795685,57.28773225028951
York Men's 4,728.081050693177,61.37615497903221
Aberdeen Men's 3,847.8134418143591,64.44118859706876
Stirling Men's 3,861.656887811964,64.4237651099776
Strathclyde Men's 3,1092.064306605394,54.48595217144766
Brunel Men's 2,863.1767332823838,54.512314875683046
Chichester Men's 2,873.0217557535948,62.393924803874
UW TSD: Carmarthen Women's 1,700.3365855652514,62.40471316131509
Marjon Men's 1,988.5126491118849,58.83334304144955
Newcastle Men's 4,731.5017908578973,57.26170765885421
Chester: Chester Men's 1,1468.277813826585,62.414449261505474
Anglia Ruskin Women's 1 (Cambridge),906.6074477504907,60.56562720526957
Kingston Women's 1,1118.2380932299725,54.48997191995068
Brighton Women's 2 (Brighton),1194.8393854294861,62.40011029304073
Queen Mary Men's 1 (Barts),1247.0842077502905,62.39487258041514
Queen Mary Men's 2,1240.2406460164984,62.39486905677262
Queen Mary Men's 3 (Barts),708.0272882453729,65.50311934028042
Kingston Men's 1,1448.9208479897911,54.46818370931674
Hertfordshire Women's 2,661.8213547789634,64.4306417262347
Brunel Women's 2,700.8669548444583,64.42419697808687
Cardiff Women's 3,1535.7833788429753,54.48287155938323
Imperial Men's 6 (Medics),700.8908461794042,65.52109107914954
East London Women's 1,660.7698606864692,62.38617015615358
Anglia Ruskin Men's 1 (Cambridge),874.3646951619468,64.4359829637806
Chester: Chester Women's 1,1524.0161174168118,62.410656783193915
Leeds Trinity Women's 1,707.350272341899,59.67446992908162
Cumbria Women's 1,787.2678669063846,55.89150234550552
Birmingham City Men's 2,883.915247147339,66.65882140745514
Coventry Men's 2,904.3938420576579,60.56956220702197
Essex Men's 2,860.980273609118,62.400268856112824
USW Women's 2,676.4451079402822,62.39050189529278
Gloucestershire Men's 2,884.3015811523047,64.42938523077892
Staffordshire Women's 1,844.4242601784088,57.2834239740319
Gloucestershire Women's 2,837.6671271926199,58.076079751612305
Chester: Chester Men's 2,638.755421342207,64.43829811864396
Imperial Men's 5,774.2870598915514,55.836994396301556
Cardiff Women's 2 (Medics),2023.2554317420786,54.486322728244474
Imperial Men's 7,704.5999974395374,64.41989575910405
Chester: Chester Women's 2,747.9324757991278,62.39005125697908
Hull Men's 2,664.7348964307382,58.86956850433895
Cardiff Women's 6 (Medics),1217.8700781035514,54.47303831764916
Imperial Men's 4 (Medics),875.21809044521,54.48973612531214
King's College Women's 7,772.2839760376844,58.85589489129037
Coventry Women's 2,880.4931968119024,62.388871565555306
Harper Adams Men's 2,870.5490221706506,66.6614761457411
Aston Men's 2,875.6518581829154,66.65883162418646
Staffordshire Men's 1,1192.074963695698,55.83071906097031
Brighton Women's 1 (Eastbourne),1948.750833960367,62.37248211521858
Cardiff Women's 7,989.8437113785994,54.49171645496939
Bedfordshire Men's 1,900.1227375466201,64.40873502421708
Swansea Women's 4,780.4718513103021,54.477456105924304
King's College Women's 6 (GKT),652.0645444831617,58.839309771517385
Swansea Men's 4,923.9432826017471,57.28279755250357
East London Men's 1,674.8647103452108,65.51120804656884
Northampton Men's 1,893.0776645103127,58.889572573926614
Brighton Women's 3 (Eastbourne),708.5469014649065,62.38094294313478
Brighton Women's 2,1193.956727658509,62.26907192871464
Anglia Ruskin Women's 1,900.0276641905006,65.40277685594427
Anglia Ruskin Men's 1,900.1559484292003,64.36336917330154
